Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Google: Custom Product (product.metafields.mm-google-shopping.custom_product),Product rating count (product.metafields.reviews.rating_count),Activewear clothing features (product.metafields.shopify.activewear-clothing-features),Activity (product.metafields.shopify.activity),Age group (product.metafields.shopify.age-group),Baby/Toddler clothing features (product.metafields.shopify.baby-toddler-clothing-features),Baby/Toddler sleepwear style (product.metafields.shopify.baby-toddler-sleepwear-style),Care instructions (product.metafields.shopify.care-instructions),Clothing features (product.metafields.shopify.clothing-features),Color (product.metafields.shopify.color-pattern),Dress occasion (product.metafields.shopify.dress-occasion),Dress style (product.metafields.shopify.dress-style),Fabric (product.metafields.shopify.fabric),Fit (product.metafields.shopify.fit),Intimate apparel features (product.metafields.shopify.intimate-apparel-features),Neckline (product.metafields.shopify.neckline),One-piece style (product.metafields.shopify.one-piece-style),Outerwear clothing features (product.metafields.shopify.outerwear-clothing-features),Pants length type (product.metafields.shopify.pants-length-type),Size (product.metafields.shopify.size),Skirt/Dress length type (product.metafields.shopify.skirt-dress-length-type),Sleeve length type (product.metafields.shopify.sleeve-length-type),Target gender (product.metafields.shopify.target-gender),Top length type (product.metafields.shopify.top-length-type),Waist rise (product.metafields.shopify.waist-rise),Complementary products (product.metafields.shopify--discovery--product_recommendation.complementary_products),Related products (product.metafields.shopify--discovery--product_recommendation.related_products),Related products settings (product.metafields.shopify--discovery--product_recommendation.related_products_display),Search product boosts (product.metafields.shopify--discovery--product_search_boost.queries),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Included / Pakistan,Price / Pakistan,Compare At Price / Pakistan,Status
navy-blue-striped-patch-pocket-top-and-pants-pj-set,Navy Blue Striped Patch Pocket Top And Pants PJ Set,"<h4>Navy Blue Striped Patch Pocket Top And Pants PJ Set</h4>
<ul class="""">
<li class="""">Night Suits for Women very attractive and trendy design</li>
<li class="""">Blended Cotton jersey stuff which will provide you most comfort zone at night</li>
<li class="""">washable Stuff but suitable for hand wash for long lasting of the night wear</li>
<li class="""">Not Suitable For Machine wash as this will reduce the durably of the night wear</li>
<li class="""">Export quality fabric use in the production of night suit</li>
<li class="""">Mostly suitable for wearing in summers</li>
<li class="""">premium and highly professional print work done on the night wear</li>
<li class="""">Round neck style night wear</li>
<li class="""">Long sleeves with round cuff</li>
<li class="""">Loose fitting trouser with extra stretchable material which will relax you more after wearing</li>
<li class="""">Trouser has no pockets</li>
<li class="""">Maximum durably of night wear is 7 months ( if you wash daily basis)</li>
<li class="""">Good Quality Elastic in trouser with maximum stretch</li>
<li class="""">Best Quality of stitching</li>
</ul>",BBG FASHION,Uncategorized,"","casual wear twinset, NEW ARRIVAL, woo",false,Size,Medium,,Material,Soft Jersey,,,,,'10707489,500.0,shopify,4,deny,manual,1299.00,,true,false,,,,,'10707489,https://cdn.shopify.com/s/files/1/0618/2368/0740/products/NavyBlueStripedPatchPocketTopAndPantsPJSet01.webp?v=1657786726,1,Navy Blue Striped Patch Pocket Top And Pants Pj Set - front view - unisex wear Pakistan,false,,Navy Blue Striped Patch Pocket Top And Pants PJ Set Cotton Ladies Sleep Dress Night Wear With Shirt And Trouser for Women very attractive and trendy design Blended Cotton jersey stuff which will provide you most comfort zone at night. Washable Sleep wear Stuff for long lasting Night wear available at www.bbgfashion.pk,,,,,,,,,,,,,'1,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0618/2368/0740/products/NavyBlueStripedPatchPocketTopAndPantsPJSet01.webp?v=1657786726,g,,,true,,,draft
navy-blue-striped-patch-pocket-top-and-pants-pj-set,,,,,,,,,Large,,,Soft Jersey,,,,,'10707490,500.0,shopify,6,deny,manual,1299.00,,true,false,,,,,'10707490,https://cdn.shopify.com/s/files/1/0618/2368/0740/products/Sizechart_8ae435b8-83ff-4a99-b78e-4627f8ed2ee9.webp?v=1657786753,2,Navy Blue Striped Patch Pocket Top And Pants Pj Set size chart - measurements guide,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0618/2368/0740/products/NavyBlueStripedPatchPocketTopAndPantsPJSet01.webp?v=1657786726,g,,,,,,
navy-blue-striped-patch-pocket-top-and-pants-pj-set,,,,,,,,,XL,,,Soft Jersey,,,,,'10706380,500.0,shopify,1,deny,manual,1299.00,,true,false,,,,,'10706380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0618/2368/0740/products/NavyBlueStripedPatchPocketTopAndPantsPJSet01.webp?v=1657786726,g,,,,,,
pink-rainbow-kids-nightsuit,Pink Rainbow Kids Wear,"<h4 data-start=""194"" data-end=""428"">Pink Rainbow Kids Wear</h4>
<p data-start=""212"" data-end=""446"">Add a splash of color and happiness to your little one’s wardrobe with the Pink Rainbow Kids Wear co-ord set. Designed with a vibrant floral print and soft matching trousers, this adorable outfit combines comfort with playful charm.</p>
<p data-start=""448"" data-end=""718"">Crafted from soft and breathable fabric, it keeps kids comfortable throughout the day — whether they’re playing, relaxing at home, or getting ready for bedtime. The cheerful rainbow-inspired colors and cute flower pattern make this set a fun favorite for every season.</p>
<h3 data-section-id=""q4c1cr"" data-start=""720"" data-end=""733"">Features:</h3>
<ul data-start=""734"" data-end=""977"">
<li data-section-id=""1v4j7q1"" data-start=""734"" data-end=""768"">Soft &amp; lightweight cotton feel</li>
<li data-section-id=""4m7fsd"" data-start=""769"" data-end=""801"">Stylish floral rainbow print</li>
<li data-section-id=""obh3yy"" data-start=""802"" data-end=""835"">Comfortable half-sleeve shirt</li>
<li data-section-id=""1b0bjmt"" data-start=""836"" data-end=""869"">Matching relaxed-fit trousers</li>
<li data-section-id=""b3iyz"" data-start=""870"" data-end=""894"">Gentle on kids’ skin</li>
<li data-section-id=""16ho8kz"" data-start=""895"" data-end=""944"">Perfect for casual wear, lounging &amp; sleepwear</li>
<li data-section-id=""8dkarl"" data-start=""945"" data-end=""977"">Easy-care and durable fabric</li>
</ul>
<p data-start=""979"" data-end=""1041"" data-is-last-node="""" data-is-only-node="""">Cute, comfy, and full of happy vibes — just like childhood 🌈✨</p>",BBG FASHION,Apparel & Accessories > Clothing,kids full sleeves,Kids Full Sleeves,false,Size,1-2-years,product.metafields.shopify.size,,,,,,,'10707485,500.0,shopify,96,deny,manual,1099.00,,true,false,,,,,'10707485,https://cdn.shopify.com/s/files/1/0618/2368/0740/files/WhatsAppImage2026-05-23at5.26.40PM.jpg?v=1779695106,1,"",false,,"Shop Pink Rainbow Kids Wear for cute, colorful, and comfy outfits for girls. Soft cotton nightwear and co-ord sets designed for everyday comfort and playful style.",,,,,,,,,,,,,'3,,,,,,,,,,,,,,,,,,1-2-years; 3-4-years; 5-6-years-1; 7-8-years; 9-10-years,,,,,,,,,,,kg,,,true,,,draft
pink-rainbow-kids-nightsuit,,,,,,,,,3-4-years,,,,,,,,'10707486,500.0,shopify,85,deny,manual,1099.00,,true,false,,,,,'10707486,https://cdn.shopify.com/s/files/1/0618/2368/0740/files/WhatsAppImage2026-05-23at5.26.39PM_1.jpg?v=1779695106,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,
pink-rainbow-kids-nightsuit,,,,,,,,,5-6-years-1,,,,,,,,'10707487,500.0,shopify,83,deny,manual,1099.00,,true,false,,,,,'10707487,https://cdn.shopify.com/s/files/1/0618/2368/0740/files/WhatsAppImage2026-05-23at5.26.39PM.jpg?v=1779695106,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,
pink-rainbow-kids-nightsuit,,,,,,,,,7-8-years,,,,,,,,'10707488,500.0,shopify,80,deny,manual,1099.00,,true,false,,,,,'10707488,https://cdn.shopify.com/s/files/1/0618/2368/0740/files/1-14_1080x_f64e5410-e2ae-48e5-8d23-191a066976f7.webp?v=1779695106,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,
pink-rainbow-kids-nightsuit,,,,,,,,,9-10-years,,,,,,,,'10706379,500.0,shopify,89,deny,manual,1099.00,,true,false,,,,,'10706379,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,
purple-moon-kids-nightsuit,Purple Moon Kids Nightsuit,"<h4>Purple Moon Kids Nightsuit</h4>
<p>Pair of Shirt &amp; Trouser<br></p>
<p>Fabric : Soft High Quality Jersey</p>
<p>Full Sleeve T-Shirt</p>
<p>Contrast Trouser</p>
<p>Round Neck</p>
<p>Two Tone Color Shirt</p>
<p>Printed Cartoon</p>
<p>Comfortable Wear</p>
<p>Easy Wash &amp; Press</p>
<p>Sizes 1-10 years</p>",BBG FASHION,Apparel & Accessories > Clothing,Kids wear,"k, Kids Full Sleeves, NEW ARRIVAL",false,Size,1 - 2 Years,,,,,,,,'10707481,500.0,shopify,87,deny,manual,799.00,,true,false,,,,,'10707481,https://cdn.shopify.com/s/files/1/0618/2368/0740/products/75.png?v=1656850702,1,Purple Moon Kids Nightsuit - front view - kids wear Pakistan,false,,"Kidswear pair of Shirt & Trouser. Fabric: is Soft and High-Quality Jersey with Full Sleeve T-Shirt with Round Neck and Contrast Trouser Printed Cartoon Childrens Clothing comfortable to wear and Easy Wash. Available Kids collection wear size 1 - 10 Years with fresh fashions and Funny designs at www.bbgfashion.pk
",,,,,,,,,,,,,'3,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0618/2368/0740/products/75.png?v=1656850702,kg,,,true,,,draft
purple-moon-kids-nightsuit,,,,,,,,,3 - 4 Years,,,,,,,,'10707482,500.0,shopify,87,deny,manual,799.00,,true,false,,,,,'10707482,https://cdn.shopify.com/s/files/1/0618/2368/0740/products/WhatsAppImage2022-06-06at1.24.37PM_1e6463f8-e79f-408d-97df-6f8f02de5314.jpg?v=1656850715,2,Purple Moon Kids Nightsuit - back view - kids wear Pakistan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0618/2368/0740/products/75.png?v=1656850702,kg,,,,,,
