Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Google: Custom Product (product.metafields.mm-google-shopping.custom_product),Product rating count (product.metafields.reviews.rating_count),Activewear clothing features (product.metafields.shopify.activewear-clothing-features),Activity (product.metafields.shopify.activity),Age group (product.metafields.shopify.age-group),Baby/Toddler clothing features (product.metafields.shopify.baby-toddler-clothing-features),Baby/Toddler sleepwear style (product.metafields.shopify.baby-toddler-sleepwear-style),Care instructions (product.metafields.shopify.care-instructions),Clothing features (product.metafields.shopify.clothing-features),Color (product.metafields.shopify.color-pattern),Dress occasion (product.metafields.shopify.dress-occasion),Dress style (product.metafields.shopify.dress-style),Fabric (product.metafields.shopify.fabric),Fit (product.metafields.shopify.fit),Intimate apparel features (product.metafields.shopify.intimate-apparel-features),Neckline (product.metafields.shopify.neckline),One-piece style (product.metafields.shopify.one-piece-style),Outerwear clothing features (product.metafields.shopify.outerwear-clothing-features),Pants length type (product.metafields.shopify.pants-length-type),Size (product.metafields.shopify.size),Skirt/Dress length type (product.metafields.shopify.skirt-dress-length-type),Sleeve length type (product.metafields.shopify.sleeve-length-type),Target gender (product.metafields.shopify.target-gender),Top length type (product.metafields.shopify.top-length-type),Waist rise (product.metafields.shopify.waist-rise),Complementary products (product.metafields.shopify--discovery--product_recommendation.complementary_products),Related products (product.metafields.shopify--discovery--product_recommendation.related_products),Related products settings (product.metafields.shopify--discovery--product_recommendation.related_products_display),Search product boosts (product.metafields.shopify--discovery--product_search_boost.queries),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Included / Pakistan,Price / Pakistan,Compare At Price / Pakistan,Status
kids-yellow-cotton-t-shirt-trouser-set,,,,,,,,,9-10-years,,,,,,,,'10742032,0.0,shopify,100,deny,manual,1299.00,,true,true,,,,,'10742032,https://cdn.shopify.com/s/files/1/0618/2368/0740/files/5_66b9403d-c0df-46af-9940-766c479d3b8a.png?v=1776173292,5,Kids Yellow Cotton T Shirt Trouser Set - front view - kids wear Pakistan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0618/2368/0740/files/1_cd4e9af7-6b81-4cd6-ac7c-72a31738df63.png?v=1776173292,g,,,,,,
kids-yellow-cotton-t-shirt-trouser-set,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0618/2368/0740/files/imgi_44_imgi_20_imgi_80_BBg_Kids_Size_chart_1080x_1_1080x_540x_1080x_a52bce45-630f-4e35-b7da-405bc6618500.webp?v=1776089349,6,Kids Yellow Cotton T Shirt Trouser Set size chart - measurements guide,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kids-red-cotton-t-shirt-trouser-set,Kids Maroon Cotton T-Shirt & Trouser Set,"<h4 data-end=""146"" data-start=""97"">Kids Maroon Cotton T-Shirt &amp; Trouser Set</h4>
<p data-end=""502"" data-start=""182"">Keep your child comfortable all day with this <strong data-end=""272"" data-start=""228""> red kids' T-shirt and trouser set</strong>, designed for everyday wear and playtime. Made from <strong data-end=""358"" data-start=""325"">soft, breathable cotton fabric</strong>, this two-piece outfit includes a <strong data-end=""435"" data-start=""393"">classic round-neck half-sleeve T-shirt</strong> paired with <strong data-end=""483"" data-start=""448"">matching elastic-waist trousers</strong> for a relaxed fit.</p>
<p data-end=""758"" data-start=""504"">The lightweight material ensures comfort in Pakistan’s weather, making it ideal for <strong data-end=""643"" data-start=""588"">casual wear, homewear, and summer outfits for kids</strong>. The simple solid-color design gives a clean, modern look that’s easy to mix and match with other wardrobe pieces.</p>
<p data-end=""831"" data-start=""760"">Perfect for active kids who need comfort without compromising on style.</p>
<p data-end=""846"" data-start=""833""><strong data-end=""846"" data-start=""833"">Features:</strong></p>
<ul data-end=""1027"" data-start=""847"">
<li data-end=""869"" data-start=""847"">
<p data-end=""869"" data-start=""849"">Soft cotton fabric</p>
</li>
<li data-end=""896"" data-start=""870"">
<p data-end=""896"" data-start=""872"">Two-piece matching set</p>
</li>
<li data-end=""931"" data-start=""897"">
<p data-end=""931"" data-start=""899"">Round-neck half-sleeve T-shirt</p>
</li>
<li data-end=""958"" data-start=""932"">
<p data-end=""958"" data-start=""934"">Elastic-waist trousers</p>
</li>
<li data-end=""989"" data-start=""959"">
<p data-end=""989"" data-start=""961"">Lightweight and breathable</p>
</li>
<li data-end=""1027"" data-start=""990"">
<p data-end=""1027"" data-start=""992"">Ideal for daily wear and playtime</p>
</li>
</ul>",BBG FASHION CLOTHING STORE,Apparel & Accessories > Clothing > Outfit Sets,Kids Pajama Set,Kids Pajama Set,true,Size,1-2-years,product.metafields.shopify.size,,,,,,,'10742023,0.0,shopify,99,deny,manual,1299.00,,true,true,,,,,'10742023,https://cdn.shopify.com/s/files/1/0618/2368/0740/files/4_e893d32d-0744-4796-b70c-63ca975e56f6.png?v=1776169924,1,Kids Red Cotton T Shirt Trouser Set - front view - kids wear Pakistan,false,,"Kids' red cotton T-shirt and trouser set for boys. Soft, breathable two-piece outfit for everyday wear and summer comfort in Pakistan.",7313,,kids,,,,,,,,,,,,,kids,,,,,green-1,,,cotton,,,,,,,1-2-years; 3-4-years; 5-6-years; 7-8-years; 9-10-years,,,unisex,,,,,,,,g,,,true,,,active
kids-red-cotton-t-shirt-trouser-set,,,,,,,,,3-4-years,,,,,,,,'10742024,0.0,shopify,100,deny,manual,1299.00,,true,true,,,,,'10742024,https://cdn.shopify.com/s/files/1/0618/2368/0740/files/2_a84c84e2-ac39-48a6-80a0-487d52b0fd08.png?v=1776169924,2,Kids Red Cotton T Shirt Trouser Set - back view - kids wear Pakistan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,,,,
kids-red-cotton-t-shirt-trouser-set,,,,,,,,,5-6-years,,,,,,,,'10742025,0.0,shopify,100,deny,manual,1299.00,,true,true,,,,,'10742025,https://cdn.shopify.com/s/files/1/0618/2368/0740/files/3_ee9c28ae-736c-4642-8d8e-9a8b5918899a.png?v=1776169924,3,Kids Red Cotton T Shirt Trouser Set - side view - kids wear Pakistan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,,,,
kids-red-cotton-t-shirt-trouser-set,,,,,,,,,7-8-years,,,,,,,,'10742026,0.0,shopify,99,deny,manual,1299.00,,true,true,,,,,'10742026,https://cdn.shopify.com/s/files/1/0618/2368/0740/files/5_49b72906-795e-4c17-9e54-5eeadc45651c.png?v=1776169924,4,Kids Red Cotton T Shirt Trouser Set - detail shot - kids wear Pakistan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,,,,
kids-red-cotton-t-shirt-trouser-set,,,,,,,,,9-10-years,,,,,,,,'10742027,0.0,shopify,100,deny,manual,1299.00,,true,true,,,,,'10742027,https://cdn.shopify.com/s/files/1/0618/2368/0740/files/1_cf5708cd-b127-4357-861d-863daa489a7e.png?v=1776169924,5,Kids Red Cotton T Shirt Trouser Set - front view - kids wear Pakistan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,,,,
kids-red-cotton-t-shirt-trouser-set,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0618/2368/0740/files/imgi_44_imgi_20_imgi_80_BBg_Kids_Size_chart_1080x_1_1080x_540x_1080x_8888c083-8b47-4190-b6d4-7b99a874b161.webp?v=1776169924,6,Kids Red Cotton T Shirt Trouser Set size chart - measurements guide,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
little-dino-boys-black-t-shirt-shorts-set,Little Dino Boys Black T-Shirt & Shorts Set,"<p data-start=""188"" data-end=""416"">Let your little explorer step out in style with the <strong data-start=""240"" data-end=""287"">Little Dino Boys Black T-Shirt &amp; Shorts Set</strong>. Featuring a cool dino-themed design on a classic black base, this outfit is perfect for kids who love adventure and fun prints.</p>
<p data-start=""418"" data-end=""587"">Made from soft, breathable fabric, this set ensures all-day comfort while allowing easy movement. The relaxed fit makes it ideal for playtime, outings, or everyday wear.</p>
<p data-start=""589"" data-end=""610"">✨ <strong data-start=""591"" data-end=""608"">Key Features:</strong></p>
<ul data-start=""611"" data-end=""865"">
<li data-section-id=""1asd7av"" data-start=""611"" data-end=""647"">Fun dinosaur-themed print design</li>
<li data-section-id=""8rizkb"" data-start=""648"" data-end=""690"">Classic black color for a stylish look</li>
<li data-section-id=""3pudom"" data-start=""691"" data-end=""734"">Soft, breathable &amp; skin-friendly fabric</li>
<li data-section-id=""1sio7xt"" data-start=""735"" data-end=""779"">Comfortable t-shirt with matching shorts</li>
<li data-section-id=""1bktu6g"" data-start=""780"" data-end=""815"">Elastic waistband for easy wear</li>
<li data-section-id=""ooxin7"" data-start=""816"" data-end=""865"">Perfect for summer, playtime, and casual wear</li>
</ul>",BBG FASHION CLOTHING STORE,Apparel & Accessories > Clothing > Outfit Sets,Kids Half Sleeves Twinset,kids half sleeves,false,Size,2-6-months,product.metafields.shopify.size,,,,,,,'10742015,0.5,,99,deny,manual,999.00,,true,false,,,,,'10742015,https://cdn.shopify.com/s/files/1/0618/2368/0740/files/WhatsAppImage2026-05-23at1.46.32PM.jpg?v=1779526892,1,"",false,,"Shop the Little Dino Boys Black T-Shirt & Shorts Set featuring a fun dinosaur print and breathable fabric—perfect for summer wear, playtime, and everyday comfort for kids.",7313,,kids,,,,,,,,,,,,,kids,,,,,animal,,,,,,,,,,2-6-months; 6-12; 13-14-months; 2-3-years; 3-4-years; 4-5-years; 6-years,,,male,,,,,,,,g,,,true,,,draft
little-dino-boys-black-t-shirt-shorts-set,,,,,,,,,6-12,,,,,,,,'10742016,0.5,,99,deny,manual,999.00,,true,false,,,,,'10742016,https://cdn.shopify.com/s/files/1/0618/2368/0740/files/WhatsAppImage2026-05-23at1.46.31PM_1.jpg?v=1779526892,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,,,,
