Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Google: Custom Product (product.metafields.mm-google-shopping.custom_product),Product rating count (product.metafields.reviews.rating_count),Activewear clothing features (product.metafields.shopify.activewear-clothing-features),Activity (product.metafields.shopify.activity),Age group (product.metafields.shopify.age-group),Baby/Toddler clothing features (product.metafields.shopify.baby-toddler-clothing-features),Baby/Toddler sleepwear style (product.metafields.shopify.baby-toddler-sleepwear-style),Care instructions (product.metafields.shopify.care-instructions),Clothing features (product.metafields.shopify.clothing-features),Color (product.metafields.shopify.color-pattern),Dress occasion (product.metafields.shopify.dress-occasion),Dress style (product.metafields.shopify.dress-style),Fabric (product.metafields.shopify.fabric),Fit (product.metafields.shopify.fit),Intimate apparel features (product.metafields.shopify.intimate-apparel-features),Neckline (product.metafields.shopify.neckline),One-piece style (product.metafields.shopify.one-piece-style),Outerwear clothing features (product.metafields.shopify.outerwear-clothing-features),Pants length type (product.metafields.shopify.pants-length-type),Size (product.metafields.shopify.size),Skirt/Dress length type (product.metafields.shopify.skirt-dress-length-type),Sleeve length type (product.metafields.shopify.sleeve-length-type),Target gender (product.metafields.shopify.target-gender),Top length type (product.metafields.shopify.top-length-type),Waist rise (product.metafields.shopify.waist-rise),Complementary products (product.metafields.shopify--discovery--product_recommendation.complementary_products),Related products (product.metafields.shopify--discovery--product_recommendation.related_products),Related products settings (product.metafields.shopify--discovery--product_recommendation.related_products_display),Search product boosts (product.metafields.shopify--discovery--product_search_boost.queries),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Included / Pakistan,Price / Pakistan,Compare At Price / Pakistan,Status
grey-tree-printed-poncho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0618/2368/0740/products/poncho600x600_1_76117e41-d3ed-43c9-82f4-32ea13999985.png?v=1666700791,2,Grey Tree Printed Poncho - back view - unisex wear Pakistan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
navy-blue-daisy-flower-printed-poncho,Navy Blue Daisy Flower Printed Poncho,"<div class=""product__description rte quick-add-hidden"" data-mce-fragment=""1"">
<h4 data-mce-fragment=""1"">Navy Blue Daisy Flower Printed Poncho</h4>
<p data-mce-fragment=""1"">Soft and Warm this gorgeous Poncho Top makes a statement.</p>
<p data-mce-fragment=""1"">With the cold seasons coming up, be prepared with this adorable stylish poncho sweater.</p>
<p data-mce-fragment=""1"">Decorated with a large Printed Design.</p>
<p data-mce-fragment=""1"">The bottom edge of the poncho is finished in knotted tassels.</p>
<p data-mce-fragment=""1"">Stretch fit ribbed polo neck and matching sleeves.</p>
<p data-mce-fragment=""1"">Can be worn on it's own or over light clothing.</p>
<p data-mce-fragment=""1""><span>Wear as a shawl - tassel fringe hem will add character to your look </span>With the cold seasons coming up, be prepared with this adorable stylish poncho sweater.</p>
<p data-mce-fragment=""1"">Loose fit, batwing sleeve - also suitable for pregnant women;</p>
<p data-mce-fragment=""1"">One Size.</p>
</div>",BBG FASHION,,poncho,"NEW ARRIVAL, poncho, wintercollection, woo",false,Title,Default Title,,,,,,,,'10706519,500.0,shopify,100,deny,manual,1099.00,,true,true,,,,,'10706519,https://cdn.shopify.com/s/files/1/0618/2368/0740/products/poncho600x600_18.png?v=1666700655,1,Navy Blue Daisy Flower Printed Poncho - front view - unisex wear Pakistan,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,550.00,true,,,draft
navy-blue-daisy-flower-printed-poncho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0618/2368/0740/products/poncho600x600_1_fa1a4ef2-4f19-4939-9f01-2467ba32ebeb.png?v=1666700656,2,Navy Blue Daisy Flower Printed Poncho - back view - unisex wear Pakistan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
black-daisy-flower-printed-poncho,Black Daisy Flower Printed Poncho,"<div class=""product__description rte quick-add-hidden"" data-mce-fragment=""1"">
<h4 data-mce-fragment=""1"">Black Daisy Flower Printed Poncho</h4>
<p data-mce-fragment=""1"">Soft and Warm this gorgeous Poncho Top makes a statement.</p>
<p data-mce-fragment=""1"">With the cold seasons coming up, be prepared with this adorable stylish poncho sweater.</p>
<p data-mce-fragment=""1"">Decorated with a large Printed Design.</p>
<p data-mce-fragment=""1"">The bottom edge of the poncho is finished in knotted tassels.</p>
<p data-mce-fragment=""1"">Stretch fit ribbed polo neck and matching sleeves.</p>
<p data-mce-fragment=""1"">Can be worn on it's own or over light clothing.</p>
<p data-mce-fragment=""1""><span>Wear as a shawl - tassel fringe hem will add character to your look </span>With the cold seasons coming up, be prepared with this adorable stylish poncho sweater.</p>
<p data-mce-fragment=""1"">Loose fit, batwing sleeve - also suitable for pregnant women;</p>
<p data-mce-fragment=""1"">One Size.</p>
</div>",BBG FASHION,Uncategorized,poncho,"poncho, wintercollection, woo",false,Title,Default Title,,,,,,,,'10706518,500.0,shopify,41,deny,manual,1499.00,,true,true,,,,,'10706518,https://cdn.shopify.com/s/files/1/0618/2368/0740/products/poncho600x600_15.png?v=1666700484,1,Black Daisy Flower Printed Poncho - front view - unisex wear Pakistan,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,550.00,true,,,draft
black-daisy-flower-printed-poncho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0618/2368/0740/products/poncho600x600_1_71b3a861-7f51-4bca-b124-02905526e3bd.png?v=1666700484,2,Black Daisy Flower Printed Poncho - back view - unisex wear Pakistan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
grey-daisy-flower-printed-poncho,Grey Daisy Flower Printed Poncho,"<div class=""product__description rte quick-add-hidden"" data-mce-fragment=""1"">
<h4 data-mce-fragment=""1"">Grey Daisy Flower Printed Poncho</h4>
<p data-mce-fragment=""1"">Soft and Warm this gorgeous Poncho Top makes a statement.</p>
<p data-mce-fragment=""1"">With the cold seasons coming up, be prepared with this adorable stylish poncho sweater.</p>
<p data-mce-fragment=""1"">Decorated with a large Printed Design.</p>
<p data-mce-fragment=""1"">The bottom edge of the poncho is finished in knotted tassels.</p>
<p data-mce-fragment=""1"">Stretch fit ribbed polo neck and matching sleeves.</p>
<p data-mce-fragment=""1"">Can be worn on it's own or over light clothing.</p>
<p data-mce-fragment=""1""><span>Wear as a shawl - tassel fringe hem will add character to your look </span>With the cold seasons coming up, be prepared with this adorable stylish poncho sweater.</p>
<p data-mce-fragment=""1"">Loose fit, batwing sleeve - also suitable for pregnant women;</p>
<p data-mce-fragment=""1"">One Size.</p>
</div>",BBG FASHION,Uncategorized,poncho,"poncho, wintercollection, woo",false,Title,Default Title,,,,,,,,'10706517,500.0,shopify,98,deny,manual,1499.00,,true,true,,,,,'10706517,https://cdn.shopify.com/s/files/1/0618/2368/0740/products/poncho600x600_14.png?v=1666700392,1,Grey Daisy Flower Printed Poncho - front view - unisex wear Pakistan,false,,,,,,,,,,,,,,,'1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,550.00,true,,,draft
grey-daisy-flower-printed-poncho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0618/2368/0740/products/poncho600x600_1_aac172fc-fc58-4be0-b72e-898c4e486a51.png?v=1666700392,2,Grey Daisy Flower Printed Poncho - back view - unisex wear Pakistan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
grey-flying-butterfly-printed-poncho,Grey Flying Butterfly Printed Poncho,"<div class=""product__description rte quick-add-hidden"" data-mce-fragment=""1"">
<h4 data-mce-fragment=""1"">Grey Flying Butterfly Printed Poncho</h4>
<p data-mce-fragment=""1"">Soft and Warm this gorgeous Poncho Top makes a statement.</p>
<p data-mce-fragment=""1"">With the cold seasons coming up, be prepared with this adorable stylish poncho sweater.</p>
<p data-mce-fragment=""1"">Decorated with a large Printed Design.</p>
<p data-mce-fragment=""1"">The bottom edge of the poncho is finished in knotted tassels.</p>
<p data-mce-fragment=""1"">Stretch fit ribbed polo neck and matching sleeves.</p>
<p data-mce-fragment=""1"">Can be worn on it's own or over light clothing.</p>
<p data-mce-fragment=""1""><span>Wear as a shawl - tassel fringe hem will add character to your look </span>With the cold seasons coming up, be prepared with this adorable stylish poncho sweater.</p>
<p data-mce-fragment=""1"">Loose fit, batwing sleeve - also suitable for pregnant women;</p>
<p data-mce-fragment=""1"">One Size.</p>
</div>",BBG FASHION,Uncategorized,poncho,"poncho, wintercollection, woo",true,Title,Default Title,,,,,,,,'10706516,500.0,,-7,deny,manual,1499.00,,true,true,,,,,'10706516,https://cdn.shopify.com/s/files/1/0618/2368/0740/products/poncho600x600_13.png?v=1666700258,1,Grey Flying Butterfly Printed Poncho - front view - unisex wear Pakistan,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,550.00,true,,,active
grey-flying-butterfly-printed-poncho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0618/2368/0740/products/poncho600x600_1_edacfb64-031d-4313-be36-5550b5241bbb.png?v=1666700258,2,Grey Flying Butterfly Printed Poncho - back view - unisex wear Pakistan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
navy-blue-flying-butterfly-printed-poncho,Navy Blue Flying Butterfly Printed Poncho,"<div class=""product__description rte quick-add-hidden"" data-mce-fragment=""1"">
<h4 data-mce-fragment=""1"">Navy Blue Flying Butterfly Printed Poncho</h4>
<p data-mce-fragment=""1"">Soft and Warm this gorgeous Poncho Top makes a statement.</p>
<p data-mce-fragment=""1"">With the cold seasons coming up, be prepared with this adorable stylish poncho sweater.</p>
<p data-mce-fragment=""1"">Decorated with a large Printed Design.</p>
<p data-mce-fragment=""1"">The bottom edge of the poncho is finished in knotted tassels.</p>
<p data-mce-fragment=""1"">Stretch fit ribbed polo neck and matching sleeves.</p>
<p data-mce-fragment=""1"">Can be worn on it's own or over light clothing.</p>
<p data-mce-fragment=""1""><span>Wear as a shawl - tassel fringe hem will add character to your look </span>With the cold seasons coming up, be prepared with this adorable stylish poncho sweater.</p>
<p data-mce-fragment=""1"">Loose fit, batwing sleeve - also suitable for pregnant women;</p>
<p data-mce-fragment=""1"">One Size.</p>
</div>",BBG FASHION,,poncho,"poncho, wintercollection, woo",false,Title,Default Title,,,,,,,,'10706515,500.0,shopify,100,deny,manual,1099.00,,true,true,,,,,'10706515,https://cdn.shopify.com/s/files/1/0618/2368/0740/products/poncho600x600_12.png?v=1666700056,1,Navy Blue Flying Butterfly Printed Poncho - front view - unisex wear Pakistan,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,550.00,true,,,draft
