Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Google: Custom Product (product.metafields.mm-google-shopping.custom_product),Product rating count (product.metafields.reviews.rating_count),Activewear clothing features (product.metafields.shopify.activewear-clothing-features),Activity (product.metafields.shopify.activity),Age group (product.metafields.shopify.age-group),Baby/Toddler clothing features (product.metafields.shopify.baby-toddler-clothing-features),Baby/Toddler sleepwear style (product.metafields.shopify.baby-toddler-sleepwear-style),Care instructions (product.metafields.shopify.care-instructions),Clothing features (product.metafields.shopify.clothing-features),Color (product.metafields.shopify.color-pattern),Dress occasion (product.metafields.shopify.dress-occasion),Dress style (product.metafields.shopify.dress-style),Fabric (product.metafields.shopify.fabric),Fit (product.metafields.shopify.fit),Intimate apparel features (product.metafields.shopify.intimate-apparel-features),Neckline (product.metafields.shopify.neckline),One-piece style (product.metafields.shopify.one-piece-style),Outerwear clothing features (product.metafields.shopify.outerwear-clothing-features),Pants length type (product.metafields.shopify.pants-length-type),Size (product.metafields.shopify.size),Skirt/Dress length type (product.metafields.shopify.skirt-dress-length-type),Sleeve length type (product.metafields.shopify.sleeve-length-type),Target gender (product.metafields.shopify.target-gender),Top length type (product.metafields.shopify.top-length-type),Waist rise (product.metafields.shopify.waist-rise),Complementary products (product.metafields.shopify--discovery--product_recommendation.complementary_products),Related products (product.metafields.shopify--discovery--product_recommendation.related_products),Related products settings (product.metafields.shopify--discovery--product_recommendation.related_products_display),Search product boosts (product.metafields.shopify--discovery--product_search_boost.queries),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Included / Pakistan,Price / Pakistan,Compare At Price / Pakistan,Status
awesome-dino-t-shirt-for-kids-copy,,,,,,,,,1-2 YRS,,,Light Blue,,,,,'10711216,200.0,shopify,50,continue,manual,799.00,0.00,true,true,,,,,'10711216,https://cdn.shopify.com/s/files/1/0618/2368/0740/files/22_37f6c503-9c72-4751-9a2b-cbca168c10e0.png?v=1717078351,8,Awesome Dino T Shirt For Kids Copy - detail shot - kids wear Pakistan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0618/2368/0740/files/17_27d1d445-6909-41ca-8726-0cc1260bcfb1.png?v=1717078351,kg,,,,,,
awesome-dino-t-shirt-for-kids-copy,,,,,,,,,1-2 YRS,,,Green,,,,,'10711217,200.0,shopify,50,continue,manual,799.00,0.00,true,true,,,,,'10711217,https://cdn.shopify.com/s/files/1/0618/2368/0740/files/24_3ab94c75-7cb3-4b86-916c-729480bfcc0f.png?v=1717078351,9,Awesome Dino T Shirt For Kids Copy - front view - kids wear Pakistan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0618/2368/0740/files/20_c3680650-54a0-43af-8f90-0c8868bb6b39.png?v=1717078351,kg,,,,,,
awesome-dino-t-shirt-for-kids-copy,,,,,,,,,1-2 YRS,,,Beige,,,,,'10711218,200.0,shopify,50,continue,manual,799.00,0.00,true,true,,,,,'10711218,https://cdn.shopify.com/s/files/1/0618/2368/0740/files/25_3dcaace2-c1c4-48a8-ba7b-0a922c17a9eb.png?v=1717078351,10,Awesome Dino T Shirt For Kids Copy - back view - kids wear Pakistan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0618/2368/0740/files/21_2bed2d28-52c1-44e7-993f-9366f496ebf7.png?v=1717078351,kg,,,,,,
awesome-dino-t-shirt-for-kids-copy,,,,,,,,,1-2 YRS,,,Black,,,,,'10711219,200.0,shopify,50,continue,manual,799.00,0.00,true,true,,,,,'10711219,https://cdn.shopify.com/s/files/1/0618/2368/0740/files/26_de73fc94-d6fb-4b83-baf8-c4baa4201316.png?v=1717078351,11,Awesome Dino T Shirt For Kids Copy - side view - kids wear Pakistan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0618/2368/0740/files/8_ae0e468b-c82d-4aa8-9224-224ddbd05d66.png?v=1717078351,kg,,,,,,
awesome-dino-t-shirt-for-kids-copy,,,,,,,,,1-2 YRS,,,Bottle Green,,,,,'10711220,200.0,shopify,50,continue,manual,799.00,0.00,true,true,,,,,'10711220,https://cdn.shopify.com/s/files/1/0618/2368/0740/files/27_f8885e57-6a69-40c4-9a67-5ed9895b39b6.png?v=1717078351,12,Awesome Dino T Shirt For Kids Copy - detail shot - kids wear Pakistan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0618/2368/0740/files/19.png?v=1717078351,kg,,,,,,
awesome-dino-t-shirt-for-kids-copy,,,,,,,,,1-2 YRS,,,Royal Blue,,,,,'10711221,200.0,shopify,50,continue,manual,799.00,0.00,true,true,,,,,'10711221,https://cdn.shopify.com/s/files/1/0618/2368/0740/files/28_df8961ae-f159-414e-9fb3-7ed99fa841da.png?v=1717078351,13,Awesome Dino T Shirt For Kids Copy - front view - kids wear Pakistan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0618/2368/0740/files/27_f8885e57-6a69-40c4-9a67-5ed9895b39b6.png?v=1717078351,kg,,,,,,
awesome-dino-t-shirt-for-kids-copy,,,,,,,,,1-2 YRS,,,Purple,,,,,'10711222,200.0,shopify,50,continue,manual,799.00,0.00,true,true,,,,,'10711222,https://cdn.shopify.com/s/files/1/0618/2368/0740/files/15_862da500-29d5-4378-9df4-1a81d26c7cd8.png?v=1717078351,14,Awesome Dino T Shirt For Kids Copy - back view - kids wear Pakistan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0618/2368/0740/files/28_df8961ae-f159-414e-9fb3-7ed99fa841da.png?v=1717078351,kg,,,,,,
awesome-dino-t-shirt-for-kids-copy,,,,,,,,,3-4 YRS,,,Mahroon,,,,,'10711223,200.0,shopify,50,continue,manual,799.00,0.00,true,true,,,,,'10711223,https://cdn.shopify.com/s/files/1/0618/2368/0740/files/16_39e101a1-d992-4ed6-8ac6-64bf63cdfba0.png?v=1717078351,15,Awesome Dino T Shirt For Kids Copy - side view - kids wear Pakistan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0618/2368/0740/files/23_38a40137-7acb-40ac-bc2c-fb34aa5a6194.png?v=1717075652,kg,,,,,,
awesome-dino-t-shirt-for-kids-copy,,,,,,,,,3-4 YRS,,,White,,,,,'10711224,200.0,shopify,50,continue,manual,799.00,0.00,true,true,,,,,'10711224,https://cdn.shopify.com/s/files/1/0618/2368/0740/files/8_ae0e468b-c82d-4aa8-9224-224ddbd05d66.png?v=1717078351,16,Awesome Dino T Shirt For Kids Copy - detail shot - kids wear Pakistan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0618/2368/0740/files/22_37f6c503-9c72-4751-9a2b-cbca168c10e0.png?v=1717078351,kg,,,,,,
awesome-dino-t-shirt-for-kids-copy,,,,,,,,,3-4 YRS,,,Grey,,,,,'10711225,200.0,shopify,50,continue,manual,799.00,0.00,true,true,,,,,'10711225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0618/2368/0740/files/15_862da500-29d5-4378-9df4-1a81d26c7cd8.png?v=1717078351,kg,,,,,,
